Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company28,Success,2013,1,43,Semantic Automation and Storytelling,analytics,Social Media,Windforce_Ventures Comcast_Ventures Samsung_Ventures ENIAC_Ventures WoodGen_LLC DreamIt_Ventures,,,No,3/1/2013,7/1/2013,1100000,United States,North America,6,0,1,0,1,5,No,0,Nothing,No,Small,No,No,No,No,Service,No,Private,No,Both,Yes,Platform,Global,Non-Linear,No,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Online,B2C,Low,Low,No,Low,PhD,25,Law,No,No,Tier_2,500,Low,0,0,0,Low,53,Few,32,Low,Low,No,Yes,Medium,Bad,No,No,No,No,No,No,Medium,7253712,Yes,No,No,3,Medium,0,5,1.1,Not Applicable,4,4,Plateau,0 to 2,7.142857143,0,14.28571429,7.142857143,21.42857143,7.142857143,7.142857143,7.142857143,7.142857143,0,14.28571429,0,0,7.142857143,4
Company29,Success,2007,7,11,Real-time in-store analytics,Analytics,Strategy,StarVest_Partners August_Capital Nokia_Growth_Partners Commerce_Ventures,,,yes,11/1/2007,4/30/2013,15000000,United States,North America,0,0,2,8,10,110,Yes,2,high,No,Medium,No,No,No,No,Service,No,Private,No,Structured,No,Platform,Local,Linear,Yes,,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,No,Medium,Bachelors,18,Arts,No,Yes,None,500,Medium,1,1,1,Medium,71,Few,18,High,High,Yes,Yes,Medium,Good,Yes,Yes,Yes,Yes,No,Yes,High,296645,No,No,Yes,4,High,0,18.3,15,Yes,36,13.62222222,Trigger,5 to 10,5.555555556,5.555555556,16.66666667,5.555555556,5.555555556,5.555555556,22.22222222,5.555555556,22.22222222,5.555555556,0,0,0,0,1
Company30,Success,2012,2,281,Real-time error tracking,Software_Development,Bug fix,Resolute.vc Hiten_Shah Arjun_Sethi Founders_Den,3,0,No,5/1/2012,4/1/2013,200000,United States,North America,3,0,2,0,2,3,No,0,medium,No,Small,No,No,No,No,Service,No,Private,No,Both,No,Platform,Global,Non-Linear,No,,Yes,No,No,No,No,No,No,No,Yes,No,Online,B2C,Low,Medium,No,Medium,Bachelors,18,"Management, Computer Science",Yes,Yes,Both,350,Low,0,0,0,High,79,Few,17,Low,Low,No,No,Low,Bad,Yes,No,No,No,No,No,,155498,No,Yes,No,2,Low,5,3,0.2,Not Applicable,6,3,Trough,2 to 5,0,0,80.20833333,4.166666667,0,4.166666667,11.45833333,0,0,0,0,0,0,0,5
Company31,Success,2012,2,421,web analytics api,Marketing Software_Development Analytics,Data Integration,New_Enterprise_Associates General_Catalyst_Partners Y_Combinator Tom_McInerney,7,0,No,,1/15/2013,600000,United States,North America,2,0,4,0,4,50,No,0,medium,No,Small,No,No,No,No,Service,Yes,Private,No,Both,Yes,Platform,Global,Linear,Yes,,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,Low,No,Low,Bachelors,18,Aerospace Engineering,No,No,Tier_1,500,Low,0,0,0,Low,58,Many,13,Low,Low,Yes,No,Medium,Good,No,Yes,No,No,No,No,High,38021,Yes,Yes,Yes,4,High,0,25,0.6,Not Applicable,1,1,,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,2
Company32,Success,2008,6,-91,Business Logic Abuse Fraud Protection ,Security,malware protection,Leapfrog_Ventures Seraph_Group Startup_Capital_Ventures Andreessen_Horowitz Citi_Ventures,39,-7,No,1/8/2008,9/22/2011,,United States,North America,0,1,2,0,7,35,Yes,3,Nothing,Yes,Large,Yes,No,No,No,Service,No,Private,No,Both,Yes,Platform,Local,Linear,Yes,,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,PhD,25,Computer Science,Yes,Yes,Tier_2,500,High,0,1,1,High,120,Many,16,High,High,Yes,No,Medium,Good,Yes,Yes,Yes,Yes,No,No,High,,Yes,No,Yes,4,High,0,7,,Yes,8,12.12222222,Trigger,5 to 10,9.444444444,2.777777778,50,0,3.333333333,12.77777778,12.77777778,0,0,2.777777778,6.111111111,0,0,0,4
Company33,Success,2010,4,983,Social Media Analytics and Reporting,Analytics,Analytics,MHS_Capital Social_Leverage Vast_Ventures Bessemer_Venture_Partners Founder's_Co-op Mark_Sugarman Trinity_Ventures,115,6,yes,1/1/2010,3/18/2014,20000000,United States,North America,2,3,3,2,5,132,Yes,3,high,No,Small,No,No,No,No,Product,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,Medium,No,Medium,Bachelors,18,Economics,No,No,Tier_2,470,Medium,0,0,0,High,63,Few,31,High,High,Yes,No,Low,Good,Yes,Yes,No,Yes,No,No,High,9355,No,No,Yes,4,High,0,44,20,Not Applicable,1,12,Trigger,2 to 5,12.5,0,6.25,50,0,18.75,6.25,0,6.25,0,0,0,0,0,1
Company34,Success,2011,3,68,Social Media ROI Measurment,Advertising,Social Media optimization,Vaidya_Capital_Partners [212]Media,9,13,yes,11/1/2011,1/1/2013,2000000,United States,North America,,,3,0,4,8,No,0,Nothing,No,Medium,Yes,No,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Online,B2B,None,Medium,No,Low,Bachelors,18,"Honors Program,†Business,†Finance,†Information†",Yes,Yes,None,500,Low,0,0,0,Medium,116,Few,14,Low,Low,No,No,Medium,Bad,No,No,No,No,No,No,,1024425,No,No,No,2,Low,0,4,2,Not Applicable,14,,Plateau,0 to 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Company35,Success,2010,4,,,,Analytics,,,,No,,,1000000,,,0,5,1,0,6,12,No,1,Nothing,No,Medium,Yes,Yes,No,Yes,Product,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18,"Arts, Economics",No,No,None,500,Low,0,0,0,Low,69,Few,28,Medium,Medium,No,No,Low,Bad,No,No,No,No,No,No,,,No,No,No,2,Low,0,4,1,Not Applicable,1,9.375,Trigger,2 to 5,11.11111111,0,27.77777778,22.22222222,0,11.11111111,5.555555556,5.555555556,0,5.555555556,0,0,5.555555556,5.555555556,1
Company36,Success,2012,2,75,,Marketing Email,Marketing,Grotech_Ventures Access_Venture_Partners FFP_Holdings TechStars,14,0,yes,1/1/2012,5/24/2013,2870890,United States,North America,0,3,2,6,4,13,No,0,medium,No,Medium,No,No,No,No,Service,Yes,Public,Yes,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Low,High,No,Medium,Bachelors,18,Arts,No,Yes,None,500,High,1,1,1,Medium,61,Many,45,Medium,Medium,Yes,No,Medium,Good,Yes,Yes,Yes,Yes,No,No,High,1951415,No,No,Yes,4,Medium,0,13,2.87089,Not Applicable,7,5.033333333,Peak,2 to 5,16.66666667,11.11111111,0,11.11111111,11.11111111,0,27.77777778,0,5.555555556,0,0,0,11.11111111,5.555555556,0
Company37,Success,2012,2,140,Secure NoSQL Database,Analytics Security Network_Hosting_Infrastructure,Database Management,Matrix_Partners Atlas_Venture,26,13,yes,8/1/2012,10/21/2013,5200000,United States,North America,0,0,4,4,4,30,Yes,2,high,No,Medium,No,No,No,No,Service,Yes,Private,Yes,Structured,No,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,Yes,Medium,Bachelors,18,bseet,Yes,Yes,Tier_2,500,None,0,0,0,None,0,None,21,Medium,High,No,No,Medium,,No,No,Yes,No,No,No,,912860,No,Yes,No,4,Medium,0,30,5.2,Not Applicable,1,7.116666667,Peak,2 to 5,11.11111111,11.11111111,30.55555556,0,8.333333333,2.777777778,11.11111111,8.333333333,11.11111111,2.777777778,0,0,0,2.777777778,3
Company38,Success,2012,2,46,SaaS Job Marketing Platform,Human_Resources_ Marketing Career_Job_Search,operations,TechColumbus Founders_Factory,6,20,Yes,2/1/2012,8/7/2012,70000,United States,North America,4,0,2,3,2,4,,1,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,No,No,Yes,No,Yes,No,No,Online,B2B,Low,Medium,No,Low,Masters,21,Business management,Yes,Yes,None,500,None,0,0,0,High,7,None,19,Low,Medium,No,No,High,,Yes,Yes,Yes,No,No,Yes,High,2439989,No,Yes,Yes,4,High,0,4,0.07,Not Applicable,,1,Peak,2 to 5,11.76470588,2.941176471,11.76470588,8.823529412,0,2.941176471,2.941176471,0,2.941176471,2.941176471,0,0,0,2.941176471,4
Company39,Success,2010,4,33,Health Care Analytics,Cloud_Computing Healthcare E-Commerce,technology,Allan_Zeise Thomas_Shannon Allen_Zeise Wisconsin_Investment_Partners Silicon_Pastures Thomas_Vincent Ross_Bjella David_Lisle Ed_Karrels Jeff_Harris Tom_DeMell Thomas_DeMell Jeffery_Harris Michael_Kluiber Peter_Skanaivs Andy_Wojack Crista_Wojack Eric_Kessenich John_Schmidt Angels_on_the_Water,13,0,yes,6/4/2010,3/29/2013,1000000,United States,North America,24,0,2,0,4,10,,4,low,No,Medium,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,18,arts,No,Yes,None,500,None,0,0,0,None,1,None,13,Low,High,No,No,Medium,,No,No,No,No,No,No,Low,3792883,No,Yes,No,4,High,3,3.3,1,Not Applicable,4,9.822222222,Plateau,0 to 2,7.142857143,14.28571429,7.142857143,0,7.142857143,0,14.28571429,7.142857143,14.28571429,14.28571429,0,0,7.142857143,7.142857143,0
Company40,Success,2010,4,56,Shaking Up Publishing,Media Analytics Publishing Mobile Education,Analytics,EA_Media_Syndicate_I_LLC Glen_Surnamer Jeff_Schweiger,7,0,No,10/1/2010,10/23/2012,450000,United States,North America,3,0,5,0,5,10,No,0,medium,Yes,Small,No,No,No,No,Service,Yes,Public,Yes,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18,electrical,Yes,Yes,None,500,Medium,1,1,0,None,245,None,13,Medium,Medium,Yes,No,Low,Average,No,No,No,No,No,No,Low,4518529,Yes,Yes,No,3,High,3,2,0.45,Not Applicable,12,14,Slope,2 to 5,8.225957049,3.333333333,5.93837535,39.37791783,10.52170868,4.761904762,11.83706816,1.111111111,3.333333333,4.892623716,0,1.111111111,4.444444444,1.111111111,5
Company41,Success,2012,2,89,energy efficiency data platform,E-Commerce Energy Media,Marketing,Matthias_Kurwig Don_Epperson,6,0,No,1/1/2012,6/1/2013,,United States,North America,2,1,2,1,2,7,No,0,medium,No,Small,Yes,No,No,No,Service,Yes,Private,No,Unstructured,Yes,Platform,Local,Non-Linear,Yes,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Online,B2C,None,High,Yes,Low,Masters,21,management,No,Yes,Tier_2,500,High,0,0,0,Medium,193,None,15,Low,Medium,No,No,Medium,Bad,Yes,No,No,Yes,No,No,Low,2219202,No,No,No,2,High,5,7,,Not Applicable,18,18,Peak,2 to 5,8.333333333,0,8.333333333,61.11111111,0,0,11.11111111,2.777777778,0,8.333333333,0,0,0,0,3
Company42,Success,2009,5,69,Real-time Media Analytics,Media Analytics,Operations,TechStars Mercury_Fund,3,0,No,1/30/2009,1/1/2012,,United States,North America,2,0,2,9,3,13,Yes,0,medium,No,Small,Yes,Yes,No,Yes,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Local,Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18,media design,Yes,Yes,Tier_1,500,High,0,0,0,None,287,None,15,Low,Medium,Yes,No,High,Very Good,No,No,No,No,No,No,,,No,Yes,No,2,High,5,3.25,,Not Applicable,10,10,,,5.882352941,0,17.64705882,5.882352941,0,5.882352941,2.941176471,8.823529412,0,2.941176471,0,0,0,0,5
Company43,Success,2011,3,374,Global multimedia content platform,entertainment,Operations,Amit_Singh,57,-3,Yes,4/1/2011,8/1/2010,60000,United States,North America,1,0,0,8,3,57,No,0,medium,No,Medium,No,No,No,No,Service,Yes,Public,No,Unstructured,No,Platform,Global,Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,None,High,Yes,Medium,Masters,21,"finance, startegy and enterpreneurship",Yes,Yes,Tier_1,500,Low,1,0,0,High,439,Few,25,Low,Medium,Yes,No,Low,Very Good,Yes,No,No,No,No,No,,,No,No,Yes,2,High,3,28.5,0.06,Not Applicable,10,12,Plateau,0 to 2,16.66666667,0,0,5.555555556,16.66666667,5.555555556,38.88888889,0,0,16.66666667,0,0,0,0,2
Company44,Success,2008,6,40,Smart Suggestions for Sales Reps,marketing ,Sales,Starfish_Ventures,12,0,Yes,1/1/2008,7/8/2013,2517424,United States,North America,0,0,3,0,6,50,,1,low,No,Small,No,No,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,global,Non-Linear,No,Few,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,High,Yes,High,Masters,21,Business management,Yes,Yes,Tier_1,500,Medium,0,0,0,None,1,None,25,Medium,High,Yes,No,Medium,,No,No,No,Yes,No,No,Low,2607547,No,Yes,No,4,High,0,10,2.517424,Yes,36,4,Trigger,5 to 10,6.25,0,0,6.25,6.25,0,18.75,6.25,0,0,0,0,0,6.25,9
Company45,Success,2012,2,,,,Analytics,,,,yes,,,14000000,,,5,0,2,3,4,200,Yes,3,low,No,Large,Yes,Yes,No,Yes,Product,No,Public,No,Both,No,Platform,Local,Non-Linear,No,Few,No,No,No,No,No,No,No,No,Yes,Yes,Both,B2B,Low,High,No,Low,Masters,21,Business management,Yes,No,Tier_1,500,High,1,0,0,Medium,201,Many,20,Medium,Medium,No,No,High,Bad,No,No,Yes,No,No,No,,375492,Yes,No,No,2,High,3,200,14,Not Applicable,6,8,Peak,2 to 5,10.55555556,18.88888889,13.33333333,10,20.55555556,5.555555556,8.333333333,0,2.777777778,10,0,0,0,0,8
Company46,Success,2010,4,-24,,,technology,Sierra_Ventures AME_Cloud_Ventures Columbus_Nova_Technology_Partners Streamlined_Ventures,25,,yes,1/1/2010,7/30/2013,1750000,United States,North America,0,0,4,10,6,23,,0,Nothing,No,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,Yes,cloud,global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Low,PhD,25,engg,No,No,Tier_1,500,None,0,0,0,None,0,None,12,Low,High,Yes,No,Medium,,No,No,Yes,No,No,No,Low,1810474,Yes,Yes,No,4,High,0,7.6,1.75,Not Applicable,15,7,Trigger,2 to 5,18.18181818,0,36.36363636,0,0,18.18181818,0,0,0,27.27272727,0,0,0,0,2
Company47,Success,2011,3,295,,Analytics Enterprise_Software,technology,Defense_Advanced_Research_Projects_Agency,35,0,yes,1/1/2011,2/5/2013,3000000,United States,North America,0,1,2,2,2,32,,0,high,No,Medium,No,No,No,No,Product,Yes,Private,No,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Medium,PhD,25,bio engg,No,No,None,500,Medium,0,0,0,None,1,None,25,Medium,High,Yes,No,Medium,,No,No,Yes,No,No,No,High,221783,Yes,Yes,No,4,High,0,16,3,Not Applicable,16,3,,,0,0,64.70588235,0,0,26.47058824,5.882352941,2.941176471,0,0,0,0,0,0,6
Company48,Success,2003,11,111,"Analytics, e-commerce, Consumer Finance",analytics e-commerce finance,Risk,Crystal_Financial Crosslink_Capital QED_Investors,267,0,yes,12/1/2003,7/29/2013,30000000,United States,North America,,,2,13,14,300,,0,low,No,Medium,Yes,Yes,No,No,Product,No,Private,Yes,Structured,No,Platform,global,Non-Linear,No,Few,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,18,Business management,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Medium,Medium,No,No,Medium,Good,No,No,Yes,No,No,No,Medium,1089377,No,Yes,No,4,High,0,30,30,Yes,72,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company49,Success,2000,14,160,"Predictive Analytics, Advanced Analytics",Analytics,operations,TA_Associates,594,3,yes,1/1/2000,6/24/2013,25000000,United States,North America,,,2,0,9,616,,0,high,No,Large,No,No,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,Yes,High,Bachelors,18,Business management,Yes,Yes,Tier_1,500,High,0,0,0,High,9,None,51.5,High,High,No,No,Low,Bad,Yes,No,No,Yes,No,No,High,213086,Yes,Yes,No,3,Medium,0,47.38,25,Yes,156,156,,,0,2.631578947,5.263157895,5.555555556,13.15789474,43.2748538,19.15204678,0,5.555555556,0,0,5.409356725,0,0,1
Company50,Failed,,,0,,,Marketing,Draper_Fisher_Jurvetson_(DFJ) DFJ_Gotham_Ventures Acadia_Woods_Partners Ron_Conway,,,No,,11/1/2006,11000000,United States,North America,0,0,2,0,2,7,Yes,3,low,Yes,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,cloud,Local,Non-Linear,No,Few,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,18,"ECONOMICS,COMPUTERS",Yes,Yes,Both,500,Medium,0,1,1,Medium,126,Many,32,Low,Medium,Yes,No,Low,Bad,No,No,No,No,No,Yes,,375318,Yes,No,No,4,Low,3,1,11,Yes,12,1,,,5.263157895,5.263157895,10.52631579,0,5.263157895,0,21.05263158,5.263157895,5.263157895,0,0,0,36.84210526,5.263157895,5
Company51,Success,2011,3,805,Connected data for marketers & ecommerce,E-Commerce Analytics,"Marketing, Web Analytics",Battery_Ventures Wellington_Partners General_Catalyst_Partners Silicon_Valley_Bank,23,0,yes,5/6/2011,12/3/2013,4000000,United States,North America,0,3,2,1,3,28,Yes,2,high,No,Medium,Yes,Yes,No,No,Service,Yes,Both,No,Both,Yes,Cloud,Global,Non-Linear,No,Many,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,Medium,Bachelors,18,,,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,,No,No,No,No,No,No,High,11967,No,Yes,No,4,High,0,14,4,Not Applicable,13,4.583333333,Plateau,0 to 2,17.64705882,0,5.882352941,29.41176471,0,11.76470588,11.76470588,5.882352941,0,17.64705882,0,0,0,0,3
Company52,Success,2009,5,-129,Customer Data-Powered Marketing,E-Commerce Advertising Analytics,Marketing,SV_Angel Harrison_Metal_Capital Baseline_Ventures Greylock_Partners Dick_Costolo Reid_Hoffman Jeff_Jordan Harrison_Metal Bain_Capital_Ventures,50,0,yes,7/1/2009,6/13/2011,13000000,United States,North America,0,0,2,2,4,55,Yes,3,medium,Yes,Large,Yes,Yes,No,No,Both,No,Private,Yes,Structured,No,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Offline,B2B,Medium,High,Yes,Medium,Bachelors,18,economics,Yes,Yes,Tier_1,500,Medium,1,1,1,None,0,None,14,Low,Medium,Yes,No,Low,,No,No,Yes,No,No,No,High,169460,Yes,Yes,No,4,High,0,13.75,13,Not Applicable,1,7.733333333,Trough,2 to 5,22.22222222,0,0,22.22222222,0,11.11111111,22.22222222,11.11111111,0,11.11111111,0,0,0,0,0
Company53,Success,2009,5,416,,Enterprise_Software,"Strategy, Operations, Finacial Planning",Greylock_Partners Andreessen_Horowitz Redpoint_Ventures Tenaya_Capital,,,yes,1/1/2009,12/27/2013,1070901,United States,North America,0,0,3,5,7,115,Yes,4,high,No,Large,No,No,Yes,No,Both,Yes,Private,No,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,High,Masters,21,Computer Science,Yes,Yes,None,500,High,0,0,0,Medium,100,Many,44,High,Medium,Yes,No,Medium,,Yes,No,No,Yes,No,No,High,447301,No,No,No,3,Medium,0,28.75,1.070901,Not Applicable,20,4.9,,,8.660130719,8.333333333,28.75816993,5.555555556,5.718954248,17.15686275,17.32026144,2.777777778,0,5.718954248,0,0,0,0,9
Company54,Success,2007,7,,,,Strategy,,,,yes,,,15000000,,,0,2,4,3,8,70,Yes,5,Nothing,No,Medium,No,No,No,No,Service,No,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,Many,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,High,High,Yes,High,Masters,21,MBA,Yes,Yes,Tier_1,440,Medium,0,0,0,Medium,75,Few,26,High,Medium,Yes,Yes,Medium,,Yes,Yes,Yes,Yes,No,No,High,,Yes,Yes,No,4,High,3,11.6,15,Yes,12,6.466666667,Trigger,5 to 10,5.555555556,0,44.44444444,11.11111111,0,0,27.77777778,5.555555556,5.555555556,0,0,0,0,0,6
Company55,Success,2012,2,888,Enterprise Marketing Intelligence,marketing,Marketing,Sean_Glass Hemang_Gadhia Adam_Riggs Roger_Krakoff Tony_Ayaz Marc_Solomon Acceleprise_Ventures Andy_Klingenstein Adam_Falla Bowery_Capital New_Enterprise_Associates,38,23,yes,9/1/2012,2/4/2014,6500000,United States,North America,10,0,1,3,4,40,Yes,2,high,No,Medium,No,No,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Low,Medium,No,Low,Bachelors,18,Political Science,No,No,None,500,Low,0,0,0,Medium,79,Few,0,Medium,Medium,Yes,No,Medium,,No,Yes,No,Yes,No,No,High,86394,Yes,No,Yes,3,High,0,40,6.5,Not Applicable,8,4.183333333,Peak,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Company56,Success,2011,3,524,,Cloud_Computing,Data Collection,,,,yes,,,5000000,,,3,0,2,2,3,30,Yes,1,medium,No,Medium,No,No,No,No,Service,Yes,Private,No,Both,Yes,Cloud,Global,Linear,Yes,Many,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,High,Yes,High,Bachelors,18,Arts,No,Yes,None,500,Medium,0,0,0,High,74,Few,22,Medium,Medium,Yes,No,Low,,Yes,Yes,No,Yes,No,No,High,217103,Yes,No,No,3,Medium,0,15,5,Not Applicable,11,3.3,Peak,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company57,Success,2008,6,16,Local Advertising,Advertising Marketing Analytics,marketiing,Stage_One_Capital,,,No,3/1/2008,4/1/2010,,United States,North America,0,1,2,2,3,5,No,0,medium,Yes,Large,No,No,No,Yes,Product,No,no,No,Unstructured,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,Yes,Medium,Masters,21,bussiness,Yes,Yes,None,500,Medium,1,1,1,High,2,Few,25,Low,High,Yes,No,Low,,No,No,No,No,No,No,High,12999889,Yes,Yes,No,3,Medium,0,1,,Yes,24,24,Trigger,5 to 10,11.76470588,0,0,35.29411765,17.64705882,17.64705882,0,5.882352941,5.882352941,5.882352941,0,0,0,0,4
Company58,Success,2012,2,272,Know and Grow Your Audience,Analytics Advertising Cloud_Computing Marketing,marketing,Square_1_Bank High_Line_Venture_Partners SV_Angel Allen_Debevoise Matt_Coffin Paul_Bricault Jonah_Goodhart Dean_Gilbert Tony_Nethercutt FirstMark_Capital Ben_Ling Lerer_Ventures,24,0,No,4/17/2012,6/25/2013,1000000,United States,North America,1,0,2,2,4,15,No,0,medium,Yes,Small,Yes,Yes,No,Yes,Product,No,Both,Yes,Unstructured,No,Platform,global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21,general mangement,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Medium,Medium,Yes,No,Low,,No,No,Yes,No,No,No,Medium,282991,Yes,Yes,No,3,High,0,15,1,Not Applicable,7,4.716666667,Plateau,0 to 2,11.11111111,0,0,44.44444444,11.11111111,5.555555556,11.11111111,5.555555556,5.555555556,0,0,0,0,5.555555556,0
Company59,Success,2012,2,,,,analytics,,,,No,,,2500000,,,0,1,2,0,2,50,No,0,medium,No,Small,Yes,Yes,No,Yes,,No,Both,Yes,Structured,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,Yes,Yes,No,No,No,Offline,B2B,None,High,Yes,Medium,Masters,21,bussiness,Yes,Yes,Tier_1,500,Medium,0,0,0,High,1,Few,15,Medium,High,No,No,Low,,Yes,No,Yes,No,No,No,,,Yes,Yes,No,4,High,0,50,2.5,Not Applicable,16,16,Plateau,0 to 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
